VG,IDS,IGS,transistor,diff_VG,direction,log_IDS,sqrt_IDS
0.30000001192092896,1.7075505454045015e-08,1.8877871710287764e-08,0,0.10000000894069672,ida,-7.767626431854124,0.0001306732775055597
0.4000000059604645,1.556522377654801e-08,2.2124723386696132e-08,0,0.09999999403953552,ida,-7.807844631215236,0.00012476066598310546
0.5,1.4055201447149557e-08,2.540801347095112e-08,0,0.09999999403953552,ida,-7.85216292545615,0.00011855463486152516
0.6000000238418579,1.2586762743183044e-08,2.869270687710923e-08,0,0.10000002384185791,ida,-7.900085954050597,0.00011219074268041479
0.699999988079071,1.1154694057324832e-08,3.201638065775114e-08,0,0.09999996423721313,ida,-7.95254233672373,0.00010561578507649712
0.800000011920929,9.792660904395234e-09,3.531865289119196e-08,0,0.10000002384185791,ida,-8.009099283776333,9.89578743930731e-05
0.8999999761581421,8.529376316346315e-09,3.858315267279977e-08,0,0.09999996423721313,ida,-8.069082724081245,9.235462260410312e-05
1.0,7.402253032751105e-09,4.17692866960806e-08,0,0.10000002384185791,ida,-8.130636073408793,8.60363471606687e-05
1.100000023841858,6.411430941710705e-09,4.4817877409286666e-08,0,0.10000002384185791,ida,-8.19304503120907,8.007141151316558e-05
1.2000000476837158,5.660601765100637e-09,4.77567390078093e-08,0,0.10000002384185791,ida,-8.247137397544815,7.523697073314846e-05
1.2999999523162842,5.650631074161083e-09,4.9955769299003805e-08,0,0.09999990463256836,ida,-8.247903046566261,7.51706796175283e-05
1.399999976158142,5.333733898993387e-09,5.276184467106759e-08,0,0.10000002384185791,ida,-8.272968655140623,7.303241676812693e-05
1.5,5.301867389562176e-09,5.54245147554866e-08,0,0.10000002384185791,ida,-8.275571139051365,7.281392304746515e-05
1.600000023841858,5.60073276645312e-09,5.802346336736264e-08,0,0.10000002384185791,ida,-8.251755148778063,7.483804357713476e-05
1.7000000476837158,6.230721272260098e-09,6.05819536758645e-08,0,0.10000002384185791,ida,-8.205461676225081,7.893491795308397e-05
1.7999999523162842,7.2540649043162375e-09,6.309983291430399e-08,0,0.09999990463256836,ida,-8.139418562973907,8.517079842479016e-05
1.899999976158142,8.748622271070872e-09,6.556686571457249e-08,0,0.10000002384185791,ida,-8.05806033408422,9.353407010854853e-05
2.0,1.0895329083382421e-08,6.795404061676891e-08,0,0.10000002384185791,ida,-7.962759647754698,0.00010438069305854614
2.0999999046325684,1.3650556240918377e-08,7.017744252379998e-08,0,0.09999990463256836,ida,-7.864849651374908,0.00011683559492260215
2.200000047683716,1.6972679262039492e-08,7.2306939102873e-08,0,0.10000014305114746,ida,-7.770249595698,0.00013027923572864363
2.299999952316284,2.154895284434133e-08,7.434372406578404e-08,0,0.09999990463256836,ida,-7.66657382921433,0.00014679561588937638
2.4000000953674316,2.675418642184013e-08,7.629597575942171e-08,0,0.10000014305114746,ida,-7.572608251113859,0.00016356707010226762
2.5,3.273036952577968e-08,7.828131032283636e-08,0,0.09999990463256836,ida,-7.485049091480841,0.0001809153656431086
2.5999999046325684,3.9978957033781626e-08,8.040999688319062e-08,0,0.09999990463256836,ida,-7.398168539892282,0.00019994738566378312
2.700000047683716,4.900842043298326e-08,8.2727865446941e-08,0,0.10000014305114746,ida,-7.309729294800043,0.00022137845521410447
2.799999952316284,6.220026449454963e-08,8.457755029667169e-08,0,0.09999990463256836,ida,-7.206207768552281,0.00024939980852949675
2.9000000953674316,7.368040400024256e-08,8.741633195086251e-08,0,0.10000014305114746,ida,-7.132648001505629,0.00027144134541414757
3.0,8.880271451516819e-08,9.034009451625025e-08,0,0.09999990463256836,ida,-7.051573758535136,0.0002979978431384499
3.0999999046325684,1.057549710026251e-07,9.329345118658239e-08,0,0.09999990463256836,ida,-6.975699209501196,0.00032519989391545796
3.200000047683716,1.263644833215949e-07,9.631847319724329e-08,0,0.10000014305114746,ida,-6.898374974035579,0.00035547782395192376
3.299999952316284,1.509578027025782e-07,9.944594836497345e-08,0,0.09999990463256836,ida,-6.821144434259994,0.000388532884969314
3.4000000953674316,1.8130458556697704e-07,1.0263774896657196e-07,0,0.10000014305114746,ida,-6.741591211562241,0.00042579876181945037
3.5,2.1558413720867975e-07,1.0589558030460466e-07,0,0.09999990463256836,ida,-6.666383197920291,0.00046431038886576696
3.5999999046325684,2.569468904312089e-07,1.0918154202954611e-07,0,0.09999990463256836,ida,-6.590156633774639,0.0005068992902255919
3.700000047683716,3.053123975860217e-07,1.124883439729274e-07,0,0.10000014305114746,ida,-6.515255560280832,0.0005525508099587056
3.799999952316284,3.6279740811551164e-07,1.158330178441247e-07,0,0.09999990463256836,ida,-6.440335824272228,0.0006023266622983841
