Time (s),Vds (V),IDS,VG,IGS,cycle_id,diff_VG,direction,log_IDS
332.549,-1.0,6.286466014415736e-09,0.059999998658895486,-4.161953837122923e-10,2,-0.05999999865889551,ida,-8.201593427965657
333.547,-1.0,5.462908791997733e-09,0.0,-1.1294126744942899e-09,2,-0.059999998658895486,ida,-8.262576050348086
335.372,-1.0,4.340231285482331e-09,-0.059999998658895486,-6.221795079142112e-09,2,-0.059999998658895486,ida,-8.362487126862524
335.549,-1.0,3.816783333832063e-09,-0.119999997317791,-6.654822914953228e-09,2,-0.05999999865889551,ida,-8.418302492812726
336.548,-1.0,3.240585355612779e-09,-0.1800000071525574,-7.990598405172022e-09,2,-0.0600000098347664,ida,-8.489376534931884
337.548,-1.0,2.752482908263687e-09,-0.239999994635582,-9.530616296160588e-09,2,-0.0599999874830246,ida,-8.560275369129984
338.546,-1.0,2.3663402348717e-09,-0.300000011920929,-1.112781777834471e-08,2,-0.06000001728534701,ida,-8.625922811904147
339.547,-1.0,2.0804762357329305e-09,-0.3600000143051147,-1.2795483783634152e-08,2,-0.06000000238418568,ida,-8.681837240577114
340.546,-1.0,1.9407391249615094e-09,-0.4199999868869781,-1.4417267379940308e-08,2,-0.0599999725818634,ida,-8.712032838750757
341.548,-1.0,1.9322634603469165e-09,-0.47999998927116394,-1.599944887686888e-08,2,-0.060000002384185847,ida,-8.713933658679283
342.548,-1.0,2.125799758445623e-09,-0.5400000214576721,-1.7453778866638462e-08,2,-0.06000003218650818,ida,-8.672477646632007
343.549,-1.0,2.6001811814779777e-09,-0.6000000238418579,-1.879987721054022e-08,2,-0.06000000238418579,ida,-8.584996389192794
344.548,-1.0,3.4880043298102237e-09,-0.6600000262260437,-1.953429062950818e-08,2,-0.06000000238418579,ida,-8.457422984630663
345.616,-1.0,5.0494910475151755e-09,-0.7200000286102295,-2.1044074927090154e-08,2,-0.06000000238418579,ida,-8.296752393444649
346.547,-1.0,7.778811372816108e-09,-0.7799999713897705,-2.192748738139016e-08,2,-0.059999942779541016,ida,-8.10908675952247
347.549,-1.0,1.245566583207847e-08,-0.8399999737739563,-2.272542687364876e-08,2,-0.06000000238418579,ida,-7.904633051791182
348.55,-1.0,2.026592582637932e-08,-0.8999999761581422,-2.3501778301238122e-08,2,-0.0600000023841859,ida,-7.693233551206607
349.548,-1.0,3.313981267183408e-08,-0.959999978542328,-2.418073385968e-08,3,-0.06000000238418579,ida,-7.479649950829739
350.548,-1.0,5.40743343435679e-08,-1.019999980926514,-2.482860139707554e-08,3,-0.0600000023841859,ida,-7.2670088180320915
351.549,-1.0,8.757640301837456e-08,-1.080000042915344,-2.537219501164145e-08,3,-0.06000006198883012,ida,-7.057612896336765
352.548,-1.0,1.4275526893925422e-07,-1.139999985694885,-2.561504786058322e-08,3,-0.059999942779541016,ida,-6.845407853456796
353.569,-1.0,2.38466157043149e-07,-1.200000047683716,-2.4785864027876408e-08,3,-0.06000006198883101,ida,-6.622573247031892
354.985,-1.0,3.2720421927479043e-07,-1.2599999904632573,-2.8068244617429634e-08,3,-0.05999994277954124,ida,-6.48518110476861
355.549,-1.0,4.854572921431101e-07,-1.320000052452087,-2.879064098237905e-08,3,-0.06000006198882968,ida,-6.313848970910298
356.556,-1.0,6.928153197804933e-07,-1.379999995231628,-3.038892870677046e-08,3,-0.059999942779541016,ida,-6.1593825176094
357.549,-1.0,9.582263373886237e-07,-1.440000057220459,-3.232013057186123e-08,3,-0.06000006198883101,ida,-6.018531896486271
358.549,-1.0,1.296982759413368e-06,-1.5,-3.433486384096796e-08,3,-0.059999942779541016,ida,-5.887065796885391
359.564,-1.0,1.6913652416405973e-06,-1.559999942779541,-3.7020065235537913e-08,3,-0.059999942779541016,ida,-5.771762598611017
360.548,-1.0,2.160569465559092e-06,-1.620000004768372,-3.9335418478003696e-08,3,-0.06000006198883101,ida,-5.665431765907248
361.613,-1.0,2.692286898309248e-06,-1.679999947547913,-4.2721879367491056e-08,3,-0.059999942779541016,ida,-5.569878662236491
362.548,-1.0,3.2746088436397254e-06,-1.7400000095367427,-4.597597325073366e-08,3,-0.06000006198882968,ida,-5.4848405696247005
363.548,-1.0,3.890595507982653e-06,-1.799999952316284,-4.9588742001560604e-08,3,-0.05999994277954124,ida,-5.40998391897334
364.547,-1.0,4.524743417277932e-06,-1.8600000143051152,-5.3495206486786635e-08,3,-0.06000006198883123,ida,-5.344406043115079
365.549,-1.0,5.165022685105214e-06,-1.919999957084656,-5.773385680640786e-08,3,-0.059999942779540794,ida,-5.286927766691432
